Player,Nation,Pos,Squad,Comp,Age,Born,90s,Tackles,TacklesWon,TacklesDef3rd,TacklesMid3rd,TacklesAtt3rd,DribTkl,DribTklAtt,DribTkl%,ChallengesLost,Blocks,ShotsBlocked,PassesBlocked,Int,Tkl+Int,Clr,ErrorsLeadingToShot
Konstantinos Koulierakis,GRE,DF,Wolfsburg,Bundesliga,20-345,2003,5.3,9,4,6,2,1,5,10,50.0,5,11,6,5,4,13,29,0
Jules Koundé,FRA,DF,Barcelona,La Liga,25-361,1998,10.4,24,15,11,9,4,19,26,73.1,7,14,2,12,4,28,28,1
Boubakar Kouyaté,MLI,DF,Montpellier,Ligue 1,27-206,1997,1.2,4,1,3,1,0,3,5,60.0,2,0,0,0,3,7,5,0
Mateo Kovačić,CRO,MF,Manchester City,Premier League,30-185,1994,8.8,22,14,5,12,5,11,24,45.8,13,10,0,10,5,27,5,0
Matej Kovar,CZE,GK,Leverkusen,Bundesliga,24-174,2000,1.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Mateusz Kowalski,POL,MF,Parma,Serie A,19-109,2005,0.6,0,0,0,0,0,0,0,,0,1,0,1,0,0,1,0
Emil Krafth,SWE,DF,Newcastle Utd,Premier League,30-097,1994,2.7,2,1,0,1,1,1,2,50.0,1,5,4,1,2,4,10,0
Alex Král,CZE,MF,Espanyol,La Liga,26-172,1998,11.4,31,21,18,13,0,7,11,63.6,4,16,8,8,11,42,20,0
Andrej Kramarić,CRO,MF,Hoffenheim,Bundesliga,33-141,1991,7.7,2,1,0,2,0,1,3,33.3,2,3,1,2,0,2,3,0
Frans Krätzig,GER,DF,Stuttgart,Bundesliga,21-298,2003,0.6,2,1,1,0,1,1,3,33.3,2,2,1,1,0,2,1,0
Ladislav Krejčí,CZE,DF,Girona,La Liga,25-201,1999,5.1,6,3,5,1,0,3,7,42.9,4,5,3,2,9,15,19,0
Rasmus Kristensen,DEN,"DF,MF",Eint Frankfurt,Bundesliga,27-119,1997,7.4,19,10,15,2,2,15,27,55.6,12,9,3,6,4,23,25,0
Thomas Kristensen,DEN,DF,Udinese,Serie A,22-295,2002,2.1,2,1,1,1,0,1,2,50.0,1,1,1,0,0,2,7,0
Nikola Krstović,MNE,FW,Lecce,Serie A,24-216,2000,10.6,10,5,4,3,3,5,10,50.0,5,3,1,2,1,11,8,0
Lukas Kübler,GER,DF,Freiburg,Bundesliga,32-069,1992,8.0,13,7,7,5,1,8,12,66.7,4,14,5,9,21,34,15,1
Takefusa Kubo,JPN,"MF,FW",Real Sociedad,La Liga,23-156,2001,8.7,9,4,3,4,2,7,14,50.0,7,18,1,17,5,14,3,1
Mohammed Kudus,GHA,"MF,FW",West Ham,Premier League,24-097,2000,7.4,9,7,2,4,3,3,10,30.0,7,9,1,8,1,10,1,0
Dejan Kulusevski,SWE,"MF,FW",Tottenham,Premier League,24-196,2000,8.5,11,6,2,1,8,3,14,21.4,11,14,3,11,7,18,7,0
Sael Kumbedi,FRA,DF,Lyon,Ligue 1,19-226,2005,2.0,5,2,1,3,1,4,5,80.0,1,0,0,0,4,9,5,0
Marash Kumbulla,ALB,DF,Espanyol,La Liga,24-273,2000,9.9,13,7,9,3,1,6,13,46.2,7,20,14,6,11,24,63,0
Daler Kuzyaev,RUS,MF,Le Havre,Ligue 1,31-297,1993,3.9,7,5,3,3,1,1,5,20.0,4,5,3,2,4,11,3,0
Khvicha Kvaratskhelia,GEO,"FW,MF",Napoli,Serie A,23-269,2001,8.5,11,8,3,7,1,4,10,40.0,6,8,0,8,2,13,5,0
Moritz-Broni Kwarteng,GHA,MF,Bochum,Bundesliga,26-193,1998,1.2,2,2,0,1,1,0,1,0.0,1,0,0,0,0,2,0,0
Giorgos Kyriakopoulos,GRE,DF,Monza,Serie A,28-276,1996,11.0,23,15,10,11,2,13,26,50.0,13,12,3,9,10,33,35,0
Rémy Labeau Lascary,GLP,FW,Lens,Ligue 1,21-249,2003,3.4,5,1,2,1,2,2,6,33.3,4,3,0,3,0,5,2,0
Gaëtan Laborde,FRA,FW,Nice,Ligue 1,30-188,1994,1.8,3,2,2,1,0,3,7,42.9,4,0,0,0,1,4,1,0
Nediljko Labrović,CRO,GK,Augsburg,Bundesliga,25-028,1999,9.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,9,0
Alexandre Lacazette,FRA,FW,Lyon,Ligue 1,33-163,1991,6.9,3,1,1,1,1,2,6,33.3,4,3,0,3,1,4,1,0
Maxence Lacroix,FRA,DF,Crystal Palace,Premier League,24-215,2000,7.0,11,8,9,1,1,3,9,33.3,6,8,3,5,12,23,29,0
Alban Lafont,FRA,GK,Nantes,Ligue 1,25-289,1999,10.0,1,1,1,0,0,1,1,100.0,0,1,0,1,0,1,6,1
Konrad Laimer,AUT,DF,Bayern Munich,Bundesliga,27-164,1997,2.5,5,4,0,4,1,3,6,50.0,3,1,0,1,1,6,4,0
Stefan Lainer,AUT,DF,Gladbach,Bundesliga,32-072,1992,2.2,4,2,2,2,0,1,1,100.0,0,4,3,1,3,7,8,0
Kenny Lala,MAD,DF,Brest,Ligue 1,33-035,1991,8.8,25,17,15,9,1,20,29,69.0,9,14,6,8,11,36,19,0
Adam Lallana,ENG,MF,Southampton,Premier League,36-181,1988,2.4,5,4,3,2,0,2,5,40.0,3,2,1,1,3,8,4,0
Mathis Lambourde,FRA,"FW,DF",Hellas Verona,Serie A,18-303,2006,0.4,2,0,1,1,0,1,2,50.0,1,1,0,1,0,2,0,0
Mohamed Lamine Bayo,GUI,"FW,MF",Lille,Ligue 1,26-156,1998,2.3,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Tariq Lamptey,GHA,DF,Brighton,Premier League,24-038,2000,0.1,0,0,0,0,0,0,1,0.0,1,1,1,0,0,0,0,0
Gianluca Lapadula,PER,"FW,MF",Cagliari,Serie A,34-274,1990,1.9,2,0,1,0,1,0,0,,0,0,0,0,0,2,1,0
Cyle Larin,CAN,FW,Mallorca,La Liga,29-204,1995,6.4,4,2,1,2,1,0,2,0.0,2,5,0,5,1,5,3,0
Gautier Larsonneur,FRA,GK,Saint-Étienne,Ligue 1,27-258,1997,10.0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,7,0
Hugo Larsson,SWE,MF,Eint Frankfurt,Bundesliga,20-133,2004,7.7,8,3,6,2,0,6,16,37.5,10,15,6,9,8,16,15,0
Juanmi Latasa,ESP,FW,Valladolid,La Liga,23-229,2001,4.9,1,0,0,1,0,0,2,0.0,2,1,0,1,0,1,5,0
Toni Lato,ESP,DF,Mallorca,La Liga,26-352,1997,2.9,7,5,2,1,4,3,5,60.0,2,3,0,3,3,10,10,0
Roméo Lavia,BEL,MF,Chelsea,Premier League,20-306,2004,3.0,10,4,4,5,1,4,9,44.4,5,4,0,4,7,17,4,0
Valentino Lazaro,AUT,DF,Torino,Serie A,28-228,1996,9.5,13,5,5,6,2,9,13,69.2,4,10,3,7,2,15,15,1
Darko Lazović,SRB,"MF,FW",Hellas Verona,Serie A,34-053,1990,8.7,14,6,2,10,2,6,10,60.0,4,8,1,7,5,19,17,0
Manuel Lazzari,ITA,DF,Lazio,Serie A,30-344,1993,6.5,8,7,3,4,1,4,8,50.0,4,2,2,0,1,9,6,0
Julien Le Cardinal,FRA,DF,Brest,Ligue 1,27-096,1997,5.8,10,6,6,4,0,6,10,60.0,4,8,6,2,12,22,27,0
Jérémy Le Douaron,FRA,FW,Brest,Ligue 1,26-200,1998,1.1,1,0,0,0,1,0,1,0.0,1,1,0,1,0,1,0,0
Enzo Le Fée,FRA,MF,Roma,Serie A,24-278,2000,2.9,6,3,4,2,0,2,6,33.3,4,7,2,5,3,9,1,0
Robin Le Normand,ESP,DF,Atlético Madrid,La Liga,27-362,1996,7.0,11,8,11,0,0,3,5,60.0,2,3,2,1,2,13,25,0
Nicola Leali,ITA,GK,Genoa,Serie A,31-264,1993,4.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,5,0
Rafael Leão,POR,FW,Milan,Serie A,25-150,1999,6.3,5,5,0,3,2,3,5,60.0,2,5,0,5,4,9,0,0
Benjamin Lecomte,FRA,GK,Montpellier,Ligue 1,33-195,1991,7.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,4,0
Pierre Lees-Melou,FRA,MF,Brest,Ligue 1,31-166,1993,2.7,10,6,2,5,3,6,8,75.0,2,4,2,2,3,13,1,0
Jordan Lefort,FRA,DF,Angers,Ligue 1,31-090,1993,10.0,19,16,15,3,1,11,16,68.8,5,18,9,9,13,32,50,1
Diogo Leite,POR,DF,Union Berlin,Bundesliga,25-289,1999,9.0,27,14,19,6,2,12,21,57.1,9,22,8,14,18,45,31,0
Maxim Leitsch,GER,DF,Mainz 05,Bundesliga,26-173,1998,6.1,11,3,6,3,2,7,8,87.5,1,9,4,5,8,19,32,1
Florian Lejeune,FRA,DF,Rayo Vallecano,La Liga,33-171,1991,11.0,16,10,10,4,2,6,10,60.0,4,11,10,1,5,21,50,0
Iñigo Lekue,ESP,DF,Athletic Club,La Liga,31-187,1993,3.5,4,3,3,1,0,3,6,50.0,3,2,1,1,3,7,13,2
Nunzio Lella,ITA,MF,Venezia,Serie A,24-102,2000,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Thomas Lemar,FRA,MF,Atlético Madrid,La Liga,28-361,1995,0.1,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0
Félix Lemaréchal,FRA,"MF,FW",Strasbourg,Ligue 1,21-092,2003,1.5,2,1,0,0,2,1,1,100.0,0,3,0,3,2,4,2,0
Mario Lemina,GAB,MF,Wolves,Premier League,31-067,1993,8.8,31,17,16,11,4,13,16,81.3,3,8,4,4,20,51,24,1
Clément Lenglet,FRA,DF,Atlético Madrid,La Liga,29-143,1995,2.7,1,1,0,1,0,1,2,50.0,1,2,1,1,4,5,12,0
Bernd Leno,GER,GK,Fulham,Premier League,32-248,1992,10.0,0,0,0,0,0,0,0,,0,1,0,1,0,0,1,3
Donovan Léon,GUF,GK,Auxerre,Ligue 1,32-004,1992,10.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,6,1
Esteban Lepaul,FRA,FW,Angers,Ligue 1,24-203,2000,1.5,1,1,0,0,1,0,3,0.0,3,2,1,1,1,2,2,0
Johann Lepenant,FRA,MF,Nantes,Ligue 1,22-016,2002,6.0,14,6,6,6,2,5,16,31.3,11,8,2,6,7,21,4,0
Jefferson Lerma,COL,"MF,DF",Crystal Palace,Premier League,30-013,1994,4.6,4,2,1,2,1,3,6,50.0,3,9,4,5,7,11,9,0
Louis Leroux,FRA,"MF,FW",Nantes,Ligue 1,18-289,2006,0.2,1,1,1,0,0,1,1,100.0,0,0,0,0,0,1,0,0
Robert Lewandowski,POL,FW,Barcelona,La Liga,36-078,1988,10.9,6,3,1,4,1,2,4,50.0,2,7,1,6,1,7,13,0
Jamie Leweling,GER,"FW,MF",Stuttgart,Bundesliga,23-255,2001,7.3,5,2,2,0,3,3,9,33.3,6,10,0,10,4,9,7,0
Rico Lewis,ENG,"MF,DF",Manchester City,Premier League,19-352,2004,7.6,16,8,6,8,2,5,6,83.3,1,10,2,8,6,22,17,1
Keane Lewis-Potter,ENG,"FW,DF",Brentford,Premier League,23-259,2001,7.5,16,7,4,9,3,8,12,66.7,4,7,3,4,3,19,9,0
Myles Lewis-Skelly,ENG,DF,Arsenal,Premier League,18-042,2006,0.2,1,1,1,0,0,0,0,,0,0,0,0,0,1,1,0
Philipp Lienhart,AUT,DF,Freiburg,Bundesliga,28-119,1996,8.2,6,4,4,2,0,3,6,50.0,3,3,3,0,12,18,26,1
Matthijs de Ligt,NED,DF,Manchester Utd,Premier League,25-087,1999,7.5,11,5,8,3,0,8,12,66.7,4,10,7,3,13,24,24,0
Victor Lindelöf,SWE,"DF,MF",Manchester Utd,Premier League,30-113,1994,0.7,3,0,3,0,0,1,1,100.0,0,1,0,1,2,5,3,0
Jesper Lindstrøm,DEN,FW,Everton,Premier League,24-252,2000,2.9,11,5,4,7,0,4,9,44.4,5,5,1,4,2,13,1,0
Karol Linetty,POL,MF,Torino,Serie A,29-279,1995,7.5,16,10,7,9,0,8,16,50.0,8,11,4,7,5,21,13,1
Samuel Lino,BRA,"MF,DF",Atlético Madrid,La Liga,24-320,1999,6.4,9,3,6,2,1,6,19,31.6,13,10,1,9,4,13,4,0
Pol Lirola,ESP,"DF,FW",Marseille,Ligue 1,27-086,1997,3.0,5,4,2,3,0,2,5,40.0,3,2,1,1,0,5,2,0
Dailon Livramento,CPV,"FW,MF",Hellas Verona,Serie A,23-187,2001,4.0,7,5,1,3,3,3,6,50.0,3,4,0,4,2,9,2,0
Valentino Livramento,ENG,DF,Newcastle Utd,Premier League,21-361,2002,6.9,15,9,11,4,0,9,13,69.2,4,12,4,8,7,22,22,1
Diego Llorente,ESP,DF,Betis,La Liga,31-083,1993,12.0,16,6,9,7,0,8,15,53.3,7,13,11,2,23,39,60,1
Marcos Llorente,ESP,"DF,MF",Atlético Madrid,La Liga,29-282,1995,7.0,16,12,10,4,2,9,13,69.2,4,6,1,5,5,21,13,1
Gautier Lloris,FRA,DF,Le Havre,Ligue 1,29-112,1995,10.0,24,15,18,6,0,17,26,65.4,9,8,4,4,6,30,54,0
Giovani Lo Celso,ARG,MF,Betis,La Liga,28-212,1996,5.1,10,6,3,2,5,6,9,66.7,3,3,0,3,1,11,1,0
Stanislav Lobotka,SVK,MF,Napoli,Serie A,29-348,1994,6.7,15,9,2,8,5,5,7,71.4,2,6,2,4,4,19,8,0
Manuel Locatelli,ITA,MF,Juventus,Serie A,26-304,1998,8.6,22,18,13,8,1,6,13,46.2,7,18,7,11,5,27,17,0
Ruben Loftus-Cheek,ENG,MF,Milan,Serie A,28-289,1996,5.8,9,5,2,3,4,1,3,33.3,2,1,0,1,1,10,8,0
Enzo Loiodice,FRA,MF,Las Palmas,La Liga,23-346,2000,2.6,2,2,1,1,0,1,3,33.3,2,3,0,3,2,4,2,0
Sean Longstaff,ENG,MF,Newcastle Utd,Premier League,27-008,1997,4.7,20,14,6,8,6,12,18,66.7,6,11,1,10,5,25,3,0
Ademola Lookman,NGA,"MF,FW",Atalanta,Serie A,27-018,1997,5.6,9,5,6,2,1,3,6,50.0,3,9,0,9,1,10,0,1
David López,ESP,DF,Girona,La Liga,35-029,1989,10.4,8,4,4,2,2,5,10,50.0,5,13,7,6,7,15,43,1
Diego López,ESP,"MF,FW",Valencia,La Liga,22-178,2002,8.6,6,4,1,2,3,4,14,28.6,10,5,0,5,3,9,2,0
Fermin López,ESP,MF,Barcelona,La Liga,21-180,2003,1.8,5,4,3,0,2,2,4,50.0,2,1,0,1,1,6,1,0
Javi López,ESP,DF,Real Sociedad,La Liga,22-227,2002,7.1,13,7,8,4,1,7,12,58.3,5,5,2,3,3,16,19,1
Roberto López,ESP,MF,Leganés,La Liga,24-197,2000,4.0,7,5,4,3,0,4,13,30.8,9,4,0,4,1,8,7,2
Unai López,ESP,MF,Rayo Vallecano,La Liga,29-008,1995,6.9,8,6,4,2,2,3,11,27.3,8,7,1,6,12,20,7,0
Iker Losada,ESP,"MF,FW",Betis,La Liga,23-098,2001,1.8,9,6,2,4,3,5,8,62.5,3,1,0,1,1,10,2,0
Anthony Losilla,FRA,MF,Bochum,Bundesliga,38-242,1986,6.8,15,12,8,6,1,10,19,52.6,9,12,5,7,9,24,10,1
Jordan Lotomba,SUI,"MF,DF",Nice,Ligue 1,26-039,1998,0.4,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0
Tom Louchet,FRA,"DF,MF",Nice,Ligue 1,21-187,2003,1.2,3,3,1,0,2,2,3,66.7,1,1,1,0,0,3,3,0
Sandi Lovrić,SVN,MF,Udinese,Serie A,26-224,1998,6.6,12,8,7,4,1,6,13,46.2,7,9,1,8,8,20,3,0
Pol Lozano,ESP,MF,Espanyol,La Liga,25-032,1999,6.2,19,14,8,8,3,9,20,45.0,11,7,2,5,5,24,10,0
Lorenzo Lucca,ITA,FW,Udinese,Serie A,24-058,2000,8.0,7,4,1,2,4,3,5,60.0,2,4,0,4,2,9,6,0
Jhon Lucumí,COL,DF,Bologna,Serie A,26-134,1998,5.4,8,5,4,4,0,3,8,37.5,5,8,4,4,3,11,14,0
José Luis Gayà,ESP,DF,Valencia,La Liga,29-166,1995,1.1,1,1,1,0,0,1,3,33.3,2,0,0,0,2,3,5,0
José Luis Palomino,ARG,DF,Cagliari,Serie A,34-307,1990,2.4,5,4,0,3,2,2,3,66.7,1,4,4,0,5,10,7,0
Douglas Luiz,BRA,MF,Juventus,Serie A,26-182,1998,3.0,6,2,2,3,1,4,5,80.0,1,2,0,2,2,8,0,0
Romelu Lukaku,BEL,FW,Napoli,Serie A,31-178,1993,7.1,1,1,0,1,0,0,2,0.0,2,1,1,0,0,1,7,0
Castello Lukeba,FRA,DF,RB Leipzig,Bundesliga,21-326,2002,6.8,13,5,4,6,3,4,7,57.1,3,11,5,6,3,16,26,0
Dodi Lukebakio,BEL,FW,Sevilla,La Liga,27-044,1997,10.3,6,4,3,2,1,2,6,33.3,4,7,0,7,1,7,7,1
Saša Lukić,SRB,MF,Fulham,Premier League,28-086,1996,6.1,12,6,6,5,1,3,15,20.0,12,6,3,3,8,20,6,0
Milos Lukovic,SRB,FW,Strasbourg,Ligue 1,18-355,2005,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Daniel Luna,COL,MF,Mallorca,La Liga,21-184,2003,0.1,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0
Andriy Lunin,UKR,GK,Real Madrid,La Liga,25-270,1999,2.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0
Massimo Luongo,AUS,MF,Ipswich Town,Premier League,32-043,1992,1.6,5,3,5,0,0,4,6,66.7,2,3,2,1,2,7,2,0
Sebastiano Luperto,ITA,DF,Cagliari,Serie A,28-062,1996,11.0,15,8,11,3,1,5,10,50.0,5,8,6,2,10,25,47,0
Zito Luvumbo,ANG,"FW,MF",Cagliari,Serie A,22-243,2002,7.2,1,0,1,0,0,0,4,0.0,4,1,0,1,0,1,3,0
Charalambos Lykogiannis,GRE,DF,Bologna,Serie A,31-016,1993,4.5,5,2,3,2,0,3,7,42.9,4,1,1,0,3,8,13,0
Senne Lynen,BEL,MF,Werder Bremen,Bundesliga,25-262,1999,7.8,19,8,9,7,3,11,14,78.6,3,14,2,12,14,33,16,4
Othmane Maamma,FRA,"MF,FW",Montpellier,Ligue 1,19-032,2005,0.5,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,1,0
Ian Maatsen,NED,DF,Aston Villa,Premier League,22-242,2002,1.6,5,3,1,4,0,1,2,50.0,1,1,0,1,0,5,5,1
Alexis Mac Allister,ARG,MF,Liverpool,Premier League,25-319,1998,7.7,24,17,7,15,2,16,29,55.2,13,18,0,18,4,28,8,0
Deiver Machado,COL,"DF,MF",Lens,Ligue 1,31-066,1993,3.8,7,5,5,2,0,5,5,100.0,0,5,1,4,1,8,6,0
Shuto Machino,JPN,"FW,MF",Holstein Kiel,Bundesliga,25-038,1999,4.9,2,2,1,0,1,2,5,40.0,3,0,0,0,2,4,2,0
Darwin Machís,VEN,"FW,MF",Valladolid,La Liga,31-274,1993,3.0,0,0,0,0,0,0,4,0.0,4,2,0,2,1,1,3,0
Yvann Macon,FRA,DF,Saint-Étienne,Ligue 1,26-037,1998,2.3,3,2,0,3,0,1,3,33.3,2,3,1,2,0,3,4,1
James Maddison,ENG,MF,Tottenham,Premier League,27-350,1996,7.5,11,6,2,6,3,5,14,35.7,9,4,2,2,6,17,10,0
Eros Maddy,NED,DF,Auxerre,Ligue 1,23-276,2001,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Noni Madueke,ENG,FW,Chelsea,Premier League,22-242,2002,7.6,11,8,4,6,1,7,16,43.8,9,6,0,6,3,14,4,0
Pablo Maffeo,ESP,DF,Mallorca,La Liga,27-118,1997,8.4,17,10,11,5,1,10,15,66.7,5,12,4,8,7,24,21,0
Gabriel Magalhães,BRA,DF,Arsenal,Premier League,26-324,1997,9.6,7,4,4,3,0,4,7,57.1,3,21,15,6,6,13,36,1
Soungoutou Magassa,FRA,MF,Monaco,Ligue 1,21-030,2003,2.4,13,9,3,9,1,8,12,66.7,4,1,0,1,4,17,2,1
Giangiacomo Magnani,ITA,DF,Hellas Verona,Serie A,29-034,1995,6.4,13,10,9,4,0,4,4,100.0,0,9,6,3,7,20,26,0
Hugo Magnetti,FRA,MF,Brest,Ligue 1,26-161,1998,7.1,8,2,3,5,0,4,10,40.0,6,7,2,5,6,14,9,0
Frank Magri,CMR,FW,Toulouse,Ligue 1,25-064,1999,3.5,1,0,0,0,1,1,4,25.0,3,7,0,7,1,2,4,0
Harry Maguire,ENG,DF,Manchester Utd,Premier League,31-247,1993,2.7,2,1,2,0,0,2,2,100.0,0,2,2,0,6,8,10,0
Jon Magunacelaya,ESP,MF,Real Sociedad,La Liga,24-117,2000,0.1,1,1,1,0,0,0,0,,0,0,0,0,0,1,0,0
Arne Maier,GER,"MF,FW",Augsburg,Bundesliga,25-304,1999,2.5,3,1,1,2,0,3,4,75.0,1,4,0,4,1,4,2,0
Mike Maignan,FRA,GK,Milan,Serie A,29-127,1995,10.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,6,1
Patrick Mainka,GER,DF,Heidenheim,Bundesliga,30-001,1994,9.0,15,7,10,5,0,8,10,80.0,2,14,8,6,13,28,44,0
Kobbie Mainoo,ENG,MF,Manchester Utd,Premier League,19-202,2005,6.3,16,13,12,3,1,10,15,66.7,5,5,1,4,14,30,2,1
Ainsley Maitland-Niles,ENG,"DF,MF",Lyon,Ligue 1,27-070,1997,7.2,30,18,11,10,9,19,25,76.0,6,9,1,8,11,41,18,3
Radosław Majecki,POL,GK,Monaco,Ligue 1,24-357,1999,3.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0
Lovro Majer,CRO,MF,Wolfsburg,Bundesliga,26-295,1998,1.6,0,0,0,0,0,0,2,0.0,2,2,0,2,0,0,1,0
Jordy Makengo,FRA,DF,Freiburg,Bundesliga,23-096,2001,0.4,4,3,3,1,0,2,2,100.0,0,0,0,0,0,4,4,0
Antoine Makoumbou,CGO,MF,Cagliari,Serie A,26-112,1998,4.6,4,3,3,1,0,1,3,33.3,2,8,2,6,3,7,4,0
Nikola Maksimović,SRB,DF,Montpellier,Ligue 1,32-348,1991,1.0,1,1,0,1,0,0,0,,0,0,0,0,2,3,2,1
Julián Malatini,ARG,DF,Werder Bremen,Bundesliga,23-160,2001,4.8,10,9,4,5,1,4,10,40.0,6,6,3,3,7,17,16,0
Daniel Maldini,ITA,MF,Monza,Serie A,23-027,2001,7.0,11,5,3,8,0,5,7,71.4,2,5,2,3,2,13,4,2
Youssef Maleh,MAR,MF,Empoli,Serie A,26-077,1998,4.7,5,3,3,2,0,1,5,20.0,4,8,3,5,5,10,5,0
Donyell Malen,NED,"FW,DF",Dortmund,Bundesliga,25-303,1999,4.1,0,0,0,0,0,0,0,,0,2,0,2,1,1,1,0
Ruslan Malinovskyi,UKR,"MF,FW",Genoa,Serie A,31-187,1993,2.5,8,6,2,5,1,2,3,66.7,1,1,0,1,1,9,3,0
Lennard Maloney,USA,MF,Heidenheim,Bundesliga,25-030,1999,5.9,13,5,7,5,1,9,13,69.2,4,8,2,6,8,21,30,0
Giorgi Mamardashvili,GEO,GK,Valencia,La Liga,24-039,2000,11.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,3,0
Dennis Man,ROU,"FW,MF",Parma,Serie A,26-073,1998,9.1,5,3,3,1,1,4,12,33.3,8,3,1,2,6,11,6,0
Hianga Mananga Mbock,FRA,MF,Brest,Ligue 1,24-315,1999,0.2,0,0,0,0,0,0,0,,0,0,0,0,1,1,0,0
Gianluca Mancini,ITA,DF,Roma,Serie A,28-204,1996,10.1,13,6,6,5,2,8,10,80.0,2,8,6,2,10,23,18,0
Steve Mandanda,FRA,GK,Rennes,Ligue 1,39-224,1985,10.0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0
Reinildo Mandava,MOZ,DF,Atlético Madrid,La Liga,30-291,1994,5.7,12,7,5,6,1,6,10,60.0,4,7,3,4,8,20,18,0
Aïssa Mandi,ALG,DF,Lille,Ligue 1,33-016,1991,4.8,7,4,1,6,0,3,5,60.0,2,7,5,2,3,10,11,0
Rolando Mandragora,ITA,MF,Fiorentina,Serie A,27-131,1997,3.3,1,0,0,0,1,0,1,0.0,1,3,1,2,6,7,5,1
Orel Mangala,BEL,MF,Everton,Premier League,26-234,1998,4.1,9,4,0,9,0,3,5,60.0,2,0,0,0,11,20,3,0
Orel Mangala,BEL,MF,Lyon,Ligue 1,26-234,1998,0.7,1,0,0,0,1,0,1,0.0,1,2,0,2,0,1,1,0
Ryan Manning,IRL,"DF,FW",Southampton,Premier League,28-146,1996,3.2,3,2,1,2,0,1,2,50.0,1,4,2,2,2,5,7,0
Javier Manquillo,ESP,DF,Celta Vigo,La Liga,30-186,1994,4.9,6,4,3,3,0,2,9,22.2,7,5,3,2,5,11,11,0
Johan Manzambi,SUI,FW,Freiburg,Bundesliga,19-024,2005,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Alberto Manzoni,ITA,MF,Atalanta,Serie A,19-135,2005,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Sekou Mara,FRA,"FW,MF",Strasbourg,Ligue 1,22-100,2002,3.7,3,3,0,1,2,0,3,0.0,3,2,0,2,3,6,2,0
Alessandro Marcandalli,ITA,DF,Genoa,Serie A,22-043,2002,0.5,1,0,1,0,0,0,0,,0,0,0,0,0,1,2,0
Marcão,BRA,DF,Sevilla,La Liga,28-155,1996,5.1,9,6,6,3,0,2,3,66.7,1,9,6,3,6,15,23,1
Filip Marchwiński,POL,MF,Lecce,Serie A,22-302,2002,0.2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Óscar de Marcos,ESP,DF,Athletic Club,La Liga,35-207,1989,6.6,17,8,9,7,1,11,18,61.1,7,9,1,8,10,27,12,0
Alberto Marí,ESP,FW,Valencia,La Liga,23-119,2001,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Pablo Marí,ESP,DF,Monza,Serie A,31-068,1993,11.0,15,8,9,6,0,7,14,50.0,7,15,14,1,22,37,58,1
José María Giménez,URU,DF,Atlético Madrid,La Liga,29-292,1995,9.3,10,7,6,4,0,8,14,57.1,6,12,8,4,12,22,40,0
Luca Marianucci,ITA,DF,Empoli,Serie A,20-107,2004,0.1,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,1,0
Mirko Marić,CRO,FW,Monza,Serie A,29-175,1995,0.8,0,0,0,0,0,0,0,,0,1,1,0,1,1,1,0
Pablo Marín,ESP,MF,Real Sociedad,La Liga,21-127,2003,0.5,1,1,0,1,0,1,1,100.0,0,0,0,0,0,1,0,0
Răzvan Marin,ROU,MF,Cagliari,Serie A,28-168,1996,7.6,10,6,3,6,1,6,12,50.0,6,4,0,4,1,11,12,1
Guillermo Maripán,CHI,DF,Torino,Serie A,30-185,1994,4.0,6,2,3,2,1,3,4,75.0,1,3,0,3,8,14,21,0
Mika Màrmol,ESP,DF,Las Palmas,La Liga,22-128,2002,5.7,13,4,8,4,1,5,7,71.4,2,9,3,6,8,21,19,0
Omar Marmoush,EGY,"FW,MF",Eint Frankfurt,Bundesliga,25-274,1999,8.3,6,3,0,3,3,1,3,33.3,2,7,1,6,1,7,1,0
Mario Maroto,ESP,MF,Valladolid,La Liga,20-345,2003,0.2,0,0,0,0,0,0,1,0.0,1,0,0,0,2,2,1,0
