Player,Nation,Pos,Squad,Age,Born,90s,Touches,TouchesDefPen,TouchesDef3rd,TouchesMid3rd,TouchesAtt3rd,TouchesAttPen,LiveTouches,TakeOnsAtt,TakeOnsSucc,TakeOnsSucc%,TakeOnsTkld,TakeOnsTkld%,Carries,CarryTotDist,CarryPrgDist,PrgCarries,CarriesFinal3rd,CarriesPenArea,Miscontrols,Dispossessed,PassesReceived,PrgPassesReceived
Gregor Kobel,SUI,GK,Dortmund,26-338,1997,3.0,128,103,128,0,0,0,128,0,0,,0,,91,412,226,0,0,0,0,0,77,0
Philipp Köhn,SUI,GK,Monaco,26-220,1998,2.0,40,31,40,0,0,0,40,0,0,,0,,15,78,58,0,0,0,0,0,15,0
Orkun Kökçü,TUR,MF,Benfica,23-315,2000,3.6,218,6,52,118,48,3,217,6,4,66.7,1,16.7,153,718,307,5,2,1,7,3,169,10
Koke,ESP,MF,Atlético Madrid,32-305,1992,2.8,235,3,44,159,33,0,235,1,0,0.0,1,100.0,181,705,310,2,4,0,4,1,191,4
Sead Kolašinac,BIH,DF,Atalanta,31-141,1993,3.0,214,6,58,105,53,1,214,2,2,100.0,0,0.0,165,674,388,4,10,0,2,3,160,6
Randal Kolo Muani,FRA,FW,Paris S-G,25-339,1998,1.2,38,0,2,13,26,14,38,5,4,80.0,1,20.0,18,117,98,2,2,1,1,5,27,13
Ibrahima Konaté,FRA,DF,Liverpool,25-167,1999,4.0,260,37,142,117,4,2,260,1,0,0.0,0,0.0,157,662,328,0,1,0,0,1,171,0
Karim Konaté,CIV,FW,RB Salzburg,20-232,2004,3.4,97,1,5,43,53,21,96,10,3,30.0,4,40.0,70,390,125,4,2,1,10,6,70,18
Yukhym Konoplia,UKR,DF,Shakhtar,25-074,1999,2.9,117,12,31,57,30,6,117,2,1,50.0,1,50.0,59,256,105,2,4,0,1,1,72,8
Ezri Konsa,ENG,DF,Aston Villa,27-016,1997,4.0,211,14,80,110,22,3,211,3,0,0.0,3,100.0,108,609,215,2,1,0,2,4,139,5
Teun Koopmeiners,NED,MF,Juventus,26-254,1998,3.0,144,4,20,66,58,13,144,2,0,0.0,1,50.0,86,427,222,8,5,2,5,3,102,19
Odilon Kossounou,CIV,DF,Atalanta,23-309,2001,1.8,96,6,34,51,13,2,96,0,0,,0,,60,334,158,2,1,0,1,0,60,0
Jules Koundé,FRA,DF,Barcelona,25-362,1998,4.0,276,17,64,145,67,11,276,9,4,44.4,5,55.6,133,444,252,8,2,3,7,1,175,27
Moussa Kounfolo Yeo,MLI,FW,RB Salzburg,20-160,2004,0.7,33,1,6,17,10,1,33,2,0,0.0,2,100.0,23,111,45,0,0,0,1,3,23,4
Mateo Kovačić,CRO,MF,Manchester City,30-186,1994,1.2,126,1,16,77,34,1,126,2,2,100.0,0,0.0,96,583,282,3,6,0,1,3,115,3
Matej Kovar,CZE,GK,Leverkusen,24-175,2000,1.0,36,34,36,0,0,0,36,0,0,,0,,27,124,63,0,0,0,0,0,18,0
Ermal Krasniqi,KVX,FW,Sparta Prague,26-062,1998,0.8,15,3,9,4,2,1,15,2,1,50.0,0,0.0,6,20,15,0,0,0,1,1,4,0
Ladislav Krejčí,CZE,DF,Girona,25-202,1999,4.0,320,34,143,159,20,0,320,1,0,0.0,0,0.0,200,1066,693,4,1,0,1,2,248,1
Marcus Kristensen,GER,FW,Stuttgart,21-299,2003,0.1,5,0,0,3,2,1,5,0,0,,0,,4,30,0,0,1,0,0,1,5,2
Rade Krunić,BIH,MF,Red Star,31-032,1993,3.5,166,10,54,89,24,2,166,6,6,100.0,0,0.0,82,514,204,4,2,0,7,2,99,2
Dmytro Kryskiv,UKR,MF,Shakhtar,24-033,2000,4.0,202,15,69,102,31,4,202,0,0,,0,,96,445,205,5,2,2,3,1,148,7
Juraj Kucka,SVK,MF,Slovan Bratislava,37-256,1987,0.9,43,4,16,18,10,0,43,2,2,100.0,0,0.0,24,109,42,0,0,0,2,1,23,0
Nicolas-Gerrit Kühn,GER,FW,Celtic,24-312,2000,3.2,144,2,21,58,69,15,144,17,8,47.1,9,52.9,99,817,417,11,7,9,8,2,101,24
Sandro Kulenović,CRO,FW,Dinamo Zagreb,24-340,1999,2.2,72,6,8,35,30,10,72,2,1,50.0,1,50.0,44,171,29,1,1,1,9,1,52,8
Qazim Laçi,ALB,MF,Sparta Prague,28-294,1996,3.6,145,13,49,69,29,4,145,6,4,66.7,2,33.3,79,359,96,3,3,1,3,2,72,7
Konrad Laimer,AUT,DF,Bayern Munich,27-165,1997,2.0,160,3,23,74,64,10,160,7,3,42.9,4,57.1,97,397,202,8,5,3,4,4,112,11
Kenny Lala,MAD,DF,Brest,33-036,1991,4.0,280,18,107,136,43,0,280,6,4,66.7,2,33.3,137,724,353,9,5,0,9,0,157,5
Mohamed Lamine Bayo,GUI,FW,Lille,26-157,1998,0.7,21,0,1,14,6,1,21,3,3,100.0,0,0.0,15,81,31,1,0,1,2,2,16,3
Noa Lang,NED,"FW,MF",PSV Eindhoven,25-144,1999,2.0,117,1,12,39,68,9,117,16,5,31.3,11,68.8,75,773,363,12,12,3,2,2,87,17
Sandro Lauper,SUI,"MF,DF",Young Boys,28-014,1996,3.7,191,25,75,103,13,0,191,1,1,100.0,0,0.0,102,360,171,1,0,0,1,0,124,1
Dimitri Lavalée,BEL,DF,Sturm Graz,27-300,1997,3.0,176,26,96,66,14,2,176,3,3,100.0,0,0.0,85,418,271,1,1,0,3,0,90,2
Julien Le Cardinal,FRA,DF,Brest,27-097,1997,1.0,59,8,30,28,1,1,59,1,0,0.0,0,0.0,44,195,66,0,0,0,0,0,39,0
Robin Le Normand,ESP,DF,Atlético Madrid,27-363,1996,1.0,56,3,19,33,4,3,56,0,0,,0,,40,254,92,0,0,0,0,0,39,0
Rafael Leão,POR,FW,Milan,25-151,1999,3.5,160,0,15,73,81,27,160,30,20,66.7,8,26.7,126,1042,505,18,11,17,10,5,145,43
Richy Ledezma,USA,"DF,MF",PSV Eindhoven,24-063,2000,1.2,112,1,16,68,29,1,112,0,0,,0,,63,184,91,1,1,0,1,0,84,4
Pierre Lees-Melou,FRA,MF,Brest,31-167,1993,2.0,141,7,49,79,15,2,141,4,4,100.0,0,0.0,60,374,212,3,2,1,3,2,88,2
Clément Lenglet,FRA,DF,Atlético Madrid,29-144,1995,1.0,40,13,30,9,1,0,40,0,0,,0,,15,37,15,0,0,0,1,0,20,0
Robert Lewandowski,POL,FW,Barcelona,36-079,1988,3.5,99,1,9,45,46,21,99,2,1,50.0,1,50.0,54,213,58,3,1,3,7,8,76,16
Jamie Leweling,GER,FW,Stuttgart,23-256,2001,2.9,153,2,15,50,92,14,153,9,4,44.4,5,55.6,113,794,443,18,8,6,5,4,109,34
Rico Lewis,ENG,"DF,MF",Manchester City,19-353,2004,4.0,320,3,19,145,156,20,320,2,1,50.0,1,50.0,202,1184,702,16,13,1,5,2,236,26
Myles Lewis-Skelly,ENG,"DF,MF",Arsenal,18-043,2006,0.2,15,1,3,9,3,0,15,0,0,,0,,6,13,2,0,0,0,0,0,11,0
Samuel Lino,BRA,"DF,FW",Atlético Madrid,24-321,1999,1.6,104,2,20,28,56,9,104,5,3,60.0,0,0.0,71,528,292,11,5,4,2,2,74,17
Marcos Llorente,ESP,DF,Atlético Madrid,29-283,1995,1.4,76,0,11,26,40,6,76,3,0,0.0,3,100.0,47,239,161,8,3,0,0,0,52,10
Manuel Locatelli,ITA,MF,Juventus,26-305,1998,2.0,177,7,51,109,18,1,177,1,1,100.0,0,0.0,126,586,275,2,4,1,2,3,126,2
Ruben Loftus-Cheek,ENG,"MF,FW",Milan,28-290,1996,2.6,113,4,23,66,26,5,113,3,2,66.7,1,33.3,69,374,238,7,1,0,5,1,89,6
Ademola Lookman,NGA,"MF,FW",Atalanta,27-019,1997,3.3,158,0,6,52,102,26,158,12,6,50.0,6,50.0,124,676,341,17,10,14,7,9,127,35
David López,ESP,DF,Girona,35-030,1989,3.1,196,26,105,91,3,2,196,1,1,100.0,0,0.0,120,692,361,1,0,0,1,2,136,0
Fermin López,ESP,"MF,FW",Barcelona,21-181,2003,1.0,36,1,6,13,17,5,36,3,2,66.7,1,33.3,22,80,34,1,0,1,2,0,25,5
Jordan Lotomba,SUI,DF,Feyenoord,26-040,1998,2.9,154,6,56,68,33,2,154,7,5,71.4,2,28.6,83,541,235,4,1,0,5,2,92,6
Jhon Lucumí,COL,DF,Bologna,26-135,1998,4.0,314,50,166,139,11,4,314,1,0,0.0,1,100.0,188,892,494,3,2,0,5,0,193,1
Florentino Luís,POR,MF,Benfica,25-081,1999,2.7,169,11,62,89,19,0,169,4,3,75.0,1,25.0,101,338,121,1,0,0,1,1,96,1
Douglas Luiz,BRA,MF,Juventus,26-183,1998,0.5,31,4,14,14,3,1,31,2,1,50.0,1,50.0,18,118,41,1,1,0,2,0,19,1
Castello Lukeba,FRA,DF,RB Leipzig,21-327,2002,3.0,256,48,162,85,11,1,256,1,1,100.0,0,0.0,170,964,534,5,3,0,2,0,188,1
Andriy Lunin,UKR,GK,Real Madrid,25-271,1999,2.0,41,32,41,0,0,0,41,0,0,,0,,27,90,39,0,0,0,0,0,13,0
Charalambos Lykogiannis,GRE,DF,Bologna,31-017,1993,1.9,100,4,32,47,23,2,100,4,2,50.0,2,50.0,48,191,112,1,1,0,0,1,54,8
Ian Maatsen,NED,"DF,FW",Aston Villa,22-243,2002,2.4,145,8,44,42,60,9,145,7,4,57.1,3,42.9,66,345,140,4,2,1,4,5,74,14
Alexis Mac Allister,ARG,MF,Liverpool,25-320,1998,4.0,220,11,40,125,57,5,220,3,1,33.3,2,66.7,112,419,195,3,7,1,3,2,155,7
Daizen Maeda,JPN,FW,Celtic,27-019,1997,3.8,113,4,19,30,65,11,113,8,3,37.5,5,62.5,68,408,171,6,6,1,7,2,77,26
Gabriel Magalhães,BRA,DF,Arsenal,26-325,1997,4.0,289,33,126,137,26,4,289,0,0,,0,,150,525,305,1,5,0,0,1,205,0
Soungoutou Magassa,FRA,MF,Monaco,21-031,2003,1.2,79,5,22,49,8,0,79,0,0,,0,,39,195,77,1,0,0,0,0,54,2
Hugo Magnetti,FRA,MF,Brest,26-162,1998,3.0,144,5,22,89,35,1,144,2,0,0.0,1,50.0,90,494,185,2,1,0,3,2,90,3
Mike Maignan,FRA,GK,Milan,29-128,1995,3.6,177,135,174,3,0,0,177,1,1,100.0,0,0.0,130,731,430,0,0,0,0,0,98,0
Radosław Majecki,POL,GK,Monaco,24-358,1999,2.0,63,50,63,0,0,0,63,0,0,,0,,31,138,103,0,0,0,0,0,29,0
Róbert Mak,SVK,"MF,FW",Slovan Bratislava,33-245,1991,0.4,25,1,7,8,11,2,25,3,1,33.3,2,66.7,16,82,23,0,1,0,0,0,14,2
Andrija Maksimović,SRB,"MF,FW",Red Star,17-156,2007,2.4,91,0,14,51,27,3,91,3,2,66.7,1,33.3,48,287,142,4,3,0,4,1,56,4
Donyell Malen,NED,"FW,MF",Dortmund,25-304,1999,1.6,49,1,6,11,33,8,49,2,0,0.0,2,100.0,35,120,63,2,0,2,4,0,40,12
Darian Males,SUI,"FW,MF",Young Boys,23-189,2001,1.1,40,1,5,19,16,3,40,1,0,0.0,1,100.0,16,113,47,1,2,2,4,0,22,6
Reinildo Mandava,MOZ,DF,Atlético Madrid,30-292,1994,2.5,196,10,61,106,30,0,196,2,0,0.0,2,100.0,131,669,378,8,8,0,0,1,136,5
Aïssa Mandi,ALG,DF,Lille,33-017,1991,2.7,117,15,51,54,12,0,117,0,0,,0,,66,252,95,1,1,0,0,2,69,0
Nino Marcelli,SVK,FW,Slovan Bratislava,19-163,2005,1.2,42,2,8,20,14,2,42,2,0,0.0,1,50.0,25,179,63,2,1,1,3,2,26,5
José María Giménez,URU,DF,Atlético Madrid,29-293,1995,3.0,262,40,132,121,9,4,262,1,0,0.0,1,100.0,179,733,316,1,0,0,2,0,180,1
Marquinhos,BRA,DF,Paris S-G,30-178,1994,4.0,422,41,141,250,32,4,422,3,2,66.7,1,33.3,278,1340,937,3,11,0,0,0,339,1
Gerard Martín,ESP,DF,Barcelona,22-312,2002,1.1,68,1,14,32,23,1,68,2,0,0.0,2,100.0,25,76,30,0,0,0,3,0,36,9
Iván Martín,ESP,MF,Girona,25-268,1999,2.0,123,3,27,70,27,0,123,1,0,0.0,0,0.0,74,566,218,2,3,0,1,3,92,3
Jonas Martin,FRA,MF,Brest,34-213,1990,0.6,52,3,11,29,13,2,52,2,1,50.0,0,0.0,36,153,44,0,1,0,0,0,37,3
Gabriel Martinelli,BRA,"MF,FW",Arsenal,23-143,2001,4.0,145,3,21,40,86,15,145,12,8,66.7,3,25.0,95,823,492,21,9,7,6,2,107,29
Arnau Martinez,ESP,"DF,MF",Girona,21-197,2003,3.6,234,18,69,113,54,5,234,3,2,66.7,0,0.0,129,647,330,8,7,0,6,2,161,14
Emiliano Martínez,ARG,GK,Aston Villa,32-067,1992,4.0,178,124,177,1,0,0,178,0,0,,0,,110,706,469,0,0,0,0,0,85,0
Iñigo Martínez,ESP,DF,Barcelona,33-175,1991,3.9,319,28,102,209,9,4,319,0,0,,0,,200,1112,881,10,4,0,0,0,249,1
Lautaro Martínez,ARG,FW,Inter,27-078,1997,1.6,61,3,13,32,16,4,61,5,2,40.0,3,60.0,41,169,91,2,1,1,3,2,45,10
Eliot Matazo,BEL,MF,Monaco,22-267,2002,0.2,10,0,3,3,4,1,10,0,0,,0,,3,6,2,0,0,0,0,0,6,0
Mykola Matviyenko,UKR,DF,Shakhtar,28-190,1996,4.0,305,58,189,107,10,5,305,2,2,100.0,0,0.0,170,898,450,3,3,0,1,0,214,1
Christian Mawissa,FRA,DF,Monaco,19-204,2005,0.9,50,1,10,17,24,0,50,5,2,40.0,3,60.0,15,91,31,1,0,0,1,1,24,2
Senny Mayulu,FRA,MF,Paris S-G,18-175,2006,0.1,6,0,0,2,4,3,6,0,0,,0,,4,14,4,0,0,0,0,0,4,1
Samuel Mbangula,BEL,FW,Juventus,20-297,2004,0.1,5,0,1,3,1,0,5,0,0,,0,,2,4,1,0,0,0,1,0,3,1
Kylian Mbappé,FRA,FW,Real Madrid,25-324,1998,3.4,114,0,2,29,83,34,114,12,7,58.3,4,33.3,85,615,385,16,8,11,3,6,93,30
James Mcatee,ENG,"FW,MF",Manchester City,22-021,2002,0.6,36,0,0,15,22,8,36,4,2,50.0,2,50.0,27,170,120,4,1,1,0,1,27,9
Luke McCowan,SCO,MF,Celtic,26-335,1997,0.2,5,1,1,4,0,0,5,0,0,,0,,3,35,27,2,0,0,0,0,4,2
John McGinn,SCO,"FW,MF",Aston Villa,30-021,1994,2.3,102,1,14,46,42,7,102,3,1,33.3,2,66.7,52,249,87,2,1,1,5,2,74,9
Callum McGregor,SCO,MF,Celtic,31-147,1993,4.0,272,12,64,169,41,0,272,5,4,80.0,1,20.0,177,846,417,4,6,0,1,0,203,5
Weston McKennie,USA,"MF,DF",Juventus,26-072,1998,2.7,124,6,39,67,18,4,124,2,0,0.0,2,100.0,75,245,94,0,0,0,4,4,89,9
Brandon Mechele,BEL,DF,Club Brugge,31-285,1993,4.0,312,48,183,121,9,6,312,1,1,100.0,0,0.0,152,576,296,0,0,0,1,0,241,0
Bjorn Meijer,NED,DF,Club Brugge,21-235,2003,0.2,9,1,5,2,2,0,9,0,0,,0,,2,7,1,0,0,0,1,0,5,0
John Mellberg,SWE,DF,RB Salzburg,18-101,2006,0.5,36,1,15,14,7,0,36,2,2,100.0,0,0.0,30,177,74,3,1,0,0,1,27,5
Nuno Mendes,POR,DF,Paris S-G,22-142,2002,4.0,388,5,85,209,98,5,388,11,7,63.6,4,36.4,215,969,733,17,9,2,6,5,285,16
Ferland Mendy,FRA,DF,Real Madrid,29-153,1995,3.1,159,3,37,87,36,2,159,2,1,50.0,1,50.0,103,326,122,1,0,1,3,1,118,11
Mikel Merino,ESP,MF,Arsenal,28-139,1996,1.3,49,6,15,22,12,1,49,1,0,0.0,1,100.0,16,55,11,1,1,0,4,0,21,1
Idjessi Metsoko,FRA,FW,Slovan Bratislava,22-239,2002,0.4,14,0,1,5,8,0,14,1,1,100.0,0,0.0,13,38,8,0,0,0,1,2,13,2
Thomas Meunier,BEL,DF,Lille,33-057,1991,1.7,109,4,31,53,27,0,109,2,2,100.0,0,0.0,54,283,133,2,4,0,2,0,66,5
Alexander Meyer,GER,GK,Dortmund,33-209,1991,1.0,49,36,49,0,0,0,49,0,0,,0,,33,156,99,0,0,0,0,0,39,0
Simon Mignolet,BEL,GK,Club Brugge,36-247,1988,4.0,148,133,148,0,0,0,148,0,0,,0,,84,353,203,0,0,0,0,0,89,0
Antoni Milambo,NED,"MF,FW",Feyenoord,19-219,2005,2.7,100,1,15,48,39,8,100,9,5,55.6,4,44.4,49,355,218,6,4,0,6,3,68,11
Éder Militão,BRA,DF,Real Madrid,26-295,1998,3.1,214,19,91,111,12,3,214,1,1,100.0,0,0.0,154,642,339,2,0,0,0,1,157,1
Enzo Millot,FRA,"FW,MF",Stuttgart,22-114,2002,3.8,251,2,28,111,114,19,250,18,8,44.4,8,44.4,162,839,299,6,5,2,6,6,196,19
Milson,ANG,FW,Red Star,25-027,1999,0.6,21,0,4,8,10,3,21,3,0,0.0,2,66.7,10,115,44,2,0,1,2,2,10,4
Ognjen Mimovic,SRB,DF,Red Star,20-083,2004,0.3,19,1,3,9,7,0,19,0,0,,0,,15,67,24,1,0,0,1,0,14,2
Kim Min-jae,KOR,DF,Bayern Munich,27-359,1996,3.7,390,19,111,272,9,0,390,1,1,100.0,0,0.0,256,997,469,2,0,0,2,0,302,0
Takumi Minamino,JPN,MF,Monaco,29-297,1995,3.0,114,0,9,39,66,14,114,1,0,0.0,1,100.0,52,227,111,3,2,1,6,6,87,29
Tyrone Mings,ENG,DF,Aston Villa,31-240,1993,0.7,40,4,12,24,4,2,40,0,0,,0,,29,167,93,1,2,0,1,0,35,0
Kim Minsu,KOR,MF,Girona,18-294,2006,0.1,5,0,3,3,1,0,5,1,0,0.0,1,100.0,4,73,50,1,0,0,0,0,3,0
Bojan Miovski,MKD,FW,Girona,25-137,1999,2.3,51,2,4,24,23,8,50,3,0,0.0,3,100.0,27,80,15,0,1,0,3,2,37,9
Juan Miranda,ESP,DF,Bologna,24-294,2000,2.1,136,6,53,56,27,4,136,2,1,50.0,1,50.0,49,170,98,1,0,1,1,0,65,8
Josip Mišić,CRO,MF,Dinamo Zagreb,30-133,1994,4.0,236,22,80,130,28,1,236,0,0,,0,,124,624,331,4,5,0,1,0,132,1
Jeyland Mitchell,CRC,DF,Feyenoord,20-040,2004,0.2,13,0,1,10,2,0,13,0,0,,0,,7,47,32,0,1,0,0,0,8,0
Maximilian Mittelstädt,GER,DF,Stuttgart,27-235,1997,4.0,314,16,76,139,101,3,314,5,3,60.0,2,40.0,185,668,268,4,3,0,3,2,200,22
Henrikh Mkhitaryan,ARM,MF,Inter,35-292,1989,2.0,152,10,47,63,42,5,152,2,1,50.0,1,50.0,85,485,289,7,5,0,1,2,98,8
Samy Mmaee,MAR,DF,Dinamo Zagreb,28-061,1996,1.0,49,17,39,10,0,0,49,0,0,,0,,34,132,38,0,0,0,0,0,33,0
Luka Modrić,CRO,MF,Real Madrid,39-060,1985,2.1,192,5,34,97,63,1,192,2,2,100.0,0,0.0,134,593,269,3,3,0,3,3,151,5
Nahuel Molina,ARG,"DF,MF",Atlético Madrid,26-216,1998,2.8,192,3,52,84,57,3,192,3,1,33.3,2,66.7,114,460,201,4,3,1,7,1,121,13
Joel Monteiro,SUI,"MF,FW",Young Boys,25-095,1999,3.4,124,7,38,42,46,9,124,17,11,64.7,6,35.3,76,609,344,10,9,6,10,6,73,21
Álvaro Morata,ESP,FW,Milan,32-016,1992,2.8,91,5,17,49,26,12,91,6,3,50.0,2,33.3,48,207,44,0,1,0,2,3,63,8
Leandro Morgalla,GER,DF,RB Salzburg,20-056,2004,0.9,52,5,19,27,7,0,52,0,0,,0,,26,97,54,0,0,0,1,1,24,2
Hidemasa Morita,JPN,MF,Sporting CP,29-182,1995,2.6,98,9,43,50,6,1,98,2,1,50.0,1,50.0,47,259,121,2,1,0,0,3,53,2
Nikola Moro,CRO,MF,Bologna,26-241,1998,2.5,121,4,26,61,35,3,121,0,0,,0,,64,220,51,0,1,0,2,2,84,7
Ngal'Ayel Mukau,,MF,Lille,19-344,2004,1.4,69,0,9,47,15,0,69,2,1,50.0,1,50.0,47,173,78,2,5,0,3,0,45,3
Nordi Mukiele,FRA,DF,Leverkusen,27-007,1997,0.8,61,4,22,34,5,0,61,0,0,,0,,29,99,61,1,0,0,1,0,38,2
Thomas Müller,GER,MF,Bayern Munich,35-056,1989,0.9,48,0,4,26,18,5,48,3,1,33.3,2,66.7,23,104,41,1,0,0,1,0,35,9
Yunus Musah,USA,"MF,FW",Milan,21-345,2002,1.2,56,4,13,34,10,1,56,3,3,100.0,0,0.0,35,225,110,3,1,1,2,2,40,3
Jamal Musiala,GER,MF,Bayern Munich,21-256,2003,2.6,207,0,7,82,121,27,207,20,7,35.0,12,60.0,133,754,420,15,10,9,8,8,177,34
Alen Mustafić,BIH,MF,Slovan Bratislava,25-126,1999,0.0,7,0,3,3,1,1,7,0,0,,0,,7,78,5,0,0,0,0,0,7,1
Chris Nadje,FRA,"MF,FW",Feyenoord,23-086,2001,0.5,23,2,2,6,15,1,23,1,0,0.0,1,100.0,15,74,35,1,0,0,2,0,17,3
Adamo Nagalo,BFA,DF,PSV Eindhoven,22-047,2002,0.1,3,0,2,1,0,0,3,0,0,,0,,2,13,13,0,0,0,0,0,3,0
Cherif Ndiaye,SEN,FW,Red Star,28-290,1996,2.7,73,1,4,47,24,9,72,3,0,0.0,2,66.7,37,188,40,1,2,1,9,3,51,9
Dan Ndoye,SUI,"FW,MF",Bologna,24-014,2000,3.7,176,2,26,81,71,17,176,17,5,29.4,7,41.2,129,991,566,19,9,8,15,8,115,26
Kosta Nedeljković,SRB,DF,Aston Villa,18-328,2005,0.1,17,1,1,6,10,0,17,0,0,,0,,9,69,18,0,1,0,1,0,11,0
Manuel Neuer,GER,GK,Bayern Munich,38-226,1986,3.5,156,76,138,17,1,0,156,0,0,,0,,109,447,231,0,0,0,0,0,116,0
João Neves,POR,MF,Paris S-G,20-042,2004,3.0,284,8,54,157,77,8,284,9,2,22.2,6,66.7,167,891,469,7,8,1,0,8,213,6
Ivan Nevistić,CRO,GK,Dinamo Zagreb,26-100,1998,3.0,111,98,111,0,0,0,111,0,0,,0,,64,281,138,0,0,0,1,0,49,0
Newerton,BRA,"FW,MF",Shakhtar,19-158,2005,0.8,30,2,9,10,11,4,30,6,2,33.3,3,50.0,22,107,45,1,0,0,1,2,17,3
Cheikh Niasse,SEN,"MF,DF",Young Boys,24-294,2000,1.9,127,10,38,78,12,3,127,5,3,60.0,2,40.0,83,484,294,5,1,1,3,3,89,2
Casper Nielsen,DEN,MF,Club Brugge,30-193,1994,0.9,21,1,2,12,7,2,21,0,0,,0,,8,19,4,0,0,0,0,0,11,3
Bart Nieuwkoop,NED,"MF,DF",Feyenoord,28-246,1996,0.7,45,4,10,20,15,5,45,1,0,0.0,1,100.0,27,109,14,0,0,0,0,1,27,8
Gustaf Nilsson,SWE,FW,Club Brugge,27-169,1997,0.7,16,0,1,7,8,2,16,2,0,0.0,2,100.0,6,24,5,0,0,0,0,0,9,1
Felix Nmecha,GER,MF,Dortmund,24-029,2000,2.4,167,10,30,116,23,2,167,4,3,75.0,0,0.0,90,381,188,3,2,0,2,0,123,0
Alexander Nübel,GER,GK,Stuttgart,28-039,1996,4.0,165,122,165,0,0,0,165,0,0,,0,,120,512,328,0,0,0,0,0,101,0
Matheus Nunes,POR,MF,Manchester City,26-073,1998,3.0,213,1,5,55,157,20,212,10,7,70.0,2,20.0,151,978,551,17,12,7,5,8,174,50
Darwin Núñez,URU,FW,Liverpool,25-137,1999,1.9,64,1,5,26,34,12,64,4,2,50.0,2,50.0,42,342,199,8,4,3,2,4,50,15
Antonio Nusa,NOR,MF,RB Leipzig,19-205,2005,2.4,86,0,9,36,46,7,86,10,1,10.0,9,90.0,60,252,120,3,2,1,5,4,63,11
Ethan Nwaneri,ENG,FW,Arsenal,17-232,2007,0.1,13,0,1,6,6,0,13,2,1,50.0,1,50.0,8,73,44,1,0,0,0,1,11,0
Jan Oblak,SVN,GK,Atlético Madrid,31-306,1993,4.0,94,85,94,0,0,0,94,0,0,,0,,54,220,129,0,0,0,0,0,36,0
Jens Odgaard,DEN,FW,Bologna,25-222,1999,0.5,16,0,3,7,6,0,16,2,1,50.0,1,50.0,12,72,14,0,0,0,1,2,14,2
Takuya Ogiwara,JPN,DF,Dinamo Zagreb,24-351,1999,2.5,117,10,52,29,36,5,117,5,2,40.0,3,60.0,63,297,120,5,4,1,2,1,64,12
Noah Okafor,SUI,"FW,MF",Milan,24-168,2000,0.6,29,0,0,9,21,2,29,7,3,42.9,4,57.1,20,134,71,3,1,1,0,1,23,5
Victor Olatunji,NGA,FW,Sparta Prague,25-064,1999,2.6,50,5,13,22,15,6,50,7,4,57.1,1,14.3,29,117,27,0,0,0,7,8,30,6
Peter Olayinka,NGA,"FW,DF",Red Star,28-356,1995,2.8,132,12,42,41,50,11,132,9,4,44.4,3,33.3,71,393,190,6,4,2,9,5,83,19
Michael Olise,FRA,"FW,MF",Bayern Munich,22-332,2001,2.7,238,0,10,89,143,15,238,17,5,29.4,11,64.7,149,735,411,12,9,4,2,4,184,29
Dani Olmo,ESP,"MF,FW",Barcelona,26-185,1998,0.5,29,0,2,17,11,0,29,0,0,,0,,11,97,65,2,1,0,2,0,21,1
Amadou Onana,BEL,MF,Aston Villa,23-084,2001,2.2,90,5,32,49,12,1,90,2,2,100.0,0,0.0,57,336,179,1,2,0,0,0,62,1
Raphael Onyedika,NGA,MF,Club Brugge,23-203,2001,2.4,148,5,46,75,27,1,148,2,0,0.0,1,50.0,73,275,73,0,0,0,2,2,115,5
Loïs Openda,BEL,FW,RB Leipzig,24-266,2000,3.9,96,1,9,44,45,8,96,8,2,25.0,6,75.0,56,340,209,6,6,2,8,8,64,18
Fredrik Oppegard,NOR,DF,PSV Eindhoven,22-093,2002,0.2,19,0,3,10,6,0,19,0,0,,0,,12,23,7,0,0,0,0,0,15,1
Willi Orban,HUN,DF,RB Leipzig,32-005,1992,4.0,274,37,154,107,14,9,274,1,1,100.0,0,0.0,187,769,412,1,1,1,2,0,223,3
Joel Ordóñez,ECU,DF,Club Brugge,20-201,2004,4.0,272,37,135,134,5,0,272,2,2,100.0,0,0.0,144,677,393,2,1,0,1,0,206,0
Riccardo Orsolini,ITA,"FW,MF",Bologna,27-289,1997,2.5,105,4,17,40,50,6,105,6,3,50.0,3,50.0,63,386,192,9,6,2,2,5,69,24
Stefan Ortega,GER,GK,Manchester City,32-002,1992,2.0,48,28,42,6,0,0,48,0,0,,0,,31,95,42,0,0,0,0,0,34,0
Ibrahim Osman,GHA,FW,Feyenoord,19-345,2004,1.8,45,0,4,18,26,6,45,9,4,44.4,4,44.4,28,232,124,5,2,2,6,4,31,8
Nicolás Otamendi,ARG,DF,Benfica,36-270,1988,4.0,285,54,178,106,2,1,285,0,0,,0,,190,865,440,3,1,0,1,0,198,0
Kassoum Ouattara,FRA,DF,Monaco,20-025,2004,0.1,10,0,2,4,4,1,10,2,1,50.0,1,50.0,2,22,2,0,0,0,0,0,5,1
Assan Ouedraogo,GER,"DF,MF",RB Leipzig,18-183,2006,0.2,10,0,4,4,2,1,10,4,1,25.0,3,75.0,5,17,1,0,0,0,1,1,7,0
Nico O’Reilly,ENG,FW,Manchester City,19-232,2005,0.1,2,0,0,1,1,0,2,0,0,,0,,1,2,0,0,0,0,0,0,2,1
