Player,Nation,Pos,Squad,Age,Born,90s,Touches,TouchesDefPen,TouchesDef3rd,TouchesMid3rd,TouchesAtt3rd,TouchesAttPen,LiveTouches,TakeOnsAtt,TakeOnsSucc,TakeOnsSucc%,TakeOnsTkld,TakeOnsTkld%,Carries,CarryTotDist,CarryPrgDist,PrgCarries,CarriesFinal3rd,CarriesPenArea,Miscontrols,Dispossessed,PassesReceived,PrgPassesReceived
Andrej Kramarić,CRO,MF,Hoffenheim,33-141,1991,1.8,98,0,5,53,41,5,98,1,0,0.0,1,100.0,63,256,105,2,4,1,2,2,79,7
Rasmus Kristensen,DEN,DF,Eint Frankfurt,27-119,1997,2.9,248,12,74,120,54,1,248,3,3,100.0,0,0.0,154,645,342,5,10,0,3,1,168,21
Takefusa Kubo,JPN,"MF,FW",Real Sociedad,23-156,2001,1.3,90,0,4,32,54,12,90,6,1,16.7,5,83.3,56,419,233,11,7,5,3,2,69,16
Jan Kuchta,CZE,FW,Midtjylland,27-304,1997,1.6,34,0,4,16,14,4,34,0,0,,0,,12,42,2,0,0,0,2,2,24,3
Bas Kuipers,NED,DF,Twente,30-082,1994,0.5,16,1,2,9,5,2,16,0,0,,0,,9,32,3,0,0,0,0,0,7,0
Dejan Kulusevski,SWE,"MF,FW",Tottenham,24-196,2000,1.0,52,0,9,18,25,5,52,3,1,33.3,2,66.7,33,166,103,3,1,1,6,3,34,13
Berkan Kutlu,TUR,"MF,DF",Galatasaray,26-287,1998,0.3,27,1,8,9,10,0,27,2,1,50.0,1,50.0,20,67,22,0,0,0,1,0,20,2
Dave Kwakman,NED,MF,AZ Alkmaar,20-092,2004,0.1,8,3,7,1,0,0,8,0,0,,0,,4,20,1,0,0,0,0,0,3,1
Gaëtan Laborde,FRA,FW,Nice,30-188,1994,0.7,14,1,2,5,7,3,14,0,0,,0,,4,8,0,0,0,0,1,0,11,3
Alexandre Lacazette,FRA,FW,Lyon,33-163,1991,2.7,95,0,7,33,55,16,95,6,3,50.0,3,50.0,74,237,79,1,2,0,4,5,81,23
Gustaf Lagerbielke,SWE,DF,Twente,24-211,2000,0.1,2,1,2,0,0,0,2,0,0,,0,,0,0,0,0,0,0,0,0,0,0
Mayckel Lahdo,SWE,"FW,MF",AZ Alkmaar,21-313,2002,0.4,14,0,0,9,5,0,14,0,0,,0,,11,59,15,1,0,0,2,0,12,2
Sam Lammers,NED,FW,Twente,27-191,1997,2.4,84,4,12,40,33,15,84,2,0,0.0,1,50.0,54,182,61,4,2,4,8,3,62,13
Will Lankshear,ENG,FW,Tottenham,19-201,2005,0.7,17,0,1,6,10,5,17,0,0,,0,,12,56,31,3,1,2,2,1,13,6
Hugo Larsson,SWE,MF,Eint Frankfurt,20-133,2004,1.5,84,4,14,48,22,1,84,0,0,,0,,50,151,90,1,0,0,0,0,53,6
Johan Larsson,SWE,FW,Elfsborg,34-186,1990,0.2,12,0,3,7,2,1,12,1,1,100.0,0,0.0,5,16,7,0,0,0,0,0,8,1
Tom Lawrence,WAL,MF,Rangers,30-299,1994,1.9,83,1,13,40,34,9,83,3,2,66.7,1,33.3,44,250,156,4,5,2,4,2,41,7
Hisham Layous,ISR,FW,Maccabi Tel Aviv,23-360,2000,0.9,44,0,3,10,31,13,44,2,0,0.0,2,100.0,32,261,172,10,3,7,2,2,34,13
Manuel Lazzari,ITA,DF,Lazio,30-344,1993,0.1,4,2,2,2,0,0,4,0,0,,0,,2,14,0,0,0,0,0,0,2,0
Enzo Le Fée,FRA,MF,Roma,24-278,2000,0.6,62,0,7,43,12,1,62,2,2,100.0,0,0.0,51,291,119,2,2,0,0,0,47,3
Stav Lemkin,ISR,DF,Maccabi Tel Aviv,21-219,2003,1.8,108,6,32,59,17,4,108,0,0,,0,,40,105,62,0,0,0,1,0,54,2
Theo Leoni,BEL,MF,Anderlecht,24-200,2000,1.2,86,4,31,40,16,3,86,1,1,100.0,0,0.0,46,165,58,1,0,1,3,0,59,2
Fedde Leysen,BEL,DF,Union SG,21-121,2003,0.1,15,3,4,7,4,1,15,0,0,,0,,7,22,8,0,0,0,0,0,6,0
Matthijs de Ligt,NED,DF,Manchester Utd,25-087,1999,1.9,122,13,53,60,10,5,122,0,0,,0,,77,268,126,1,1,0,1,1,91,0
Victor Lindelöf,SWE,DF,Manchester Utd,30-113,1994,0.6,38,8,30,8,0,0,38,0,0,,0,,23,80,31,0,0,0,0,0,24,0
Ondřej Lingr,CZE,"MF,FW",Slavia Prague,26-031,1998,1.2,45,0,9,10,26,7,45,0,0,,0,,25,103,31,2,0,2,1,2,28,13
Žiga Lipušček,SVN,DF,FK Rīgas FS,27-307,1997,3.0,164,41,111,48,6,4,164,2,2,100.0,0,0.0,99,414,192,2,0,0,0,3,94,0
Dominik Livaković,CRO,GK,Fenerbahçe,29-303,1995,3.0,132,118,132,0,0,0,132,0,0,,0,,84,372,239,0,0,0,0,0,83,0
Mihai Lixandru,ROU,MF,FCSB,23-155,2001,1.5,72,4,23,38,11,0,72,2,1,50.0,1,50.0,40,103,54,1,1,0,1,0,46,0
Danny Loader,ENG,FW,Porto,24-071,2000,0.0,4,0,0,2,2,0,4,0,0,,0,,3,32,16,1,0,0,0,0,4,1
Javi López,ESP,DF,Real Sociedad,22-227,2002,1.3,110,6,32,50,30,2,110,1,0,0.0,1,100.0,52,178,70,3,3,0,0,3,72,9
Tom Louchet,FRA,"MF,DF",Nice,21-187,2003,2.4,116,3,26,47,45,7,116,5,1,20.0,4,80.0,71,358,157,2,2,1,4,3,69,11
Zakaria Loukili,SWE,"MF,FW",Malmö,18-287,2006,0.7,43,0,10,19,14,1,43,2,0,0.0,1,50.0,20,168,57,2,0,0,3,3,32,2
Zak Lovelace,ENG,FW,Rangers,18-289,2006,0.2,11,0,2,6,4,0,11,0,0,,0,,11,49,27,0,0,0,2,2,10,1
Sayfallah Ltaief,TUN,"FW,MF",Twente,24-199,2000,0.6,27,2,7,8,14,3,27,8,4,50.0,3,37.5,16,218,160,5,2,2,1,0,13,7
Odin Lurås Bjørtuft,NOR,DF,Bodø/Glimt,25-324,1998,3.0,224,45,137,85,2,0,224,0,0,,0,,157,798,499,1,0,0,0,1,161,0
Isak Määttä,NOR,FW,Bodø/Glimt,23-049,2001,1.4,38,1,5,17,18,2,38,4,2,50.0,2,50.0,34,191,97,5,2,2,3,1,34,7
Kevin Mac Allister,ARG,DF,Union SG,27-000,1997,1.8,110,11,49,53,9,2,110,0,0,,0,,35,127,34,0,0,0,0,0,60,0
Koki Machida,JPN,DF,Union SG,27-074,1997,3.0,173,8,50,95,31,2,173,2,1,50.0,1,50.0,60,287,191,4,0,0,4,1,84,6
James Maddison,ENG,MF,Tottenham,27-350,1996,1.1,82,0,2,36,45,14,82,10,5,50.0,3,30.0,56,302,169,7,3,6,3,3,58,8
Elad Madmon,ISR,FW,Maccabi Tel Aviv,20-271,2004,2.3,80,4,14,38,30,9,80,5,2,40.0,3,60.0,41,281,132,3,2,2,9,3,52,14
Harry Maguire,ENG,DF,Manchester Utd,31-247,1993,1.1,91,10,28,55,9,7,91,0,0,,0,,52,259,130,0,0,0,0,1,64,0
Habib Maïga,CIV,MF,Ferencváros,28-311,1996,1.4,60,4,18,32,10,0,60,1,1,100.0,0,0.0,36,83,31,0,0,0,3,2,27,0
Seiya Maikuma,JPN,DF,AZ Alkmaar,27-022,1997,2.6,132,9,53,48,32,3,132,3,2,66.7,1,33.3,48,194,68,4,2,1,4,1,60,7
Kobbie Mainoo,ENG,MF,Manchester Utd,19-202,2005,0.1,13,0,1,3,9,4,13,2,1,50.0,1,50.0,5,28,25,1,0,1,3,0,7,3
Ainsley Maitland-Niles,ENG,DF,Lyon,27-070,1997,3.0,229,6,74,105,51,4,229,6,4,66.7,1,16.7,147,536,257,5,7,2,2,3,153,2
Cebrails Makreckis,LVA,DF,Ferencváros,24-181,2000,1.2,77,1,40,22,15,3,77,1,1,100.0,0,0.0,49,226,142,3,2,1,1,0,52,2
Gianluca Mancini,ITA,DF,Roma,28-204,1996,1.0,95,13,60,29,6,1,95,0,0,,0,,74,388,183,0,0,0,1,0,73,2
Christos Mandas,GRE,GK,Lazio,23-051,2001,2.0,81,63,78,3,0,0,81,0,0,,0,,66,287,150,0,0,0,0,0,51,0
Óscar de Marcos,ESP,DF,Athletic Club,35-207,1989,1.6,86,4,24,44,18,1,86,1,0,0.0,1,100.0,40,211,80,1,2,0,2,1,44,4
Erick Marcus,BRA,"MF,FW",Ludogorets,20-251,2004,0.4,11,1,1,6,5,1,11,2,1,50.0,1,50.0,8,63,31,1,0,0,0,0,8,1
Adrián Marín,ESP,DF,Braga,27-303,1997,1.4,117,0,39,65,13,0,117,0,0,,0,,56,194,93,1,2,0,2,0,67,3
Pablo Marín,ESP,MF,Real Sociedad,21-127,2003,1.7,72,5,17,34,22,3,72,1,0,0.0,1,100.0,39,211,138,4,5,0,1,1,51,3
João Mário,POR,"MF,FW",Beşiktaş,31-293,1993,1.9,122,4,20,59,45,2,122,2,2,100.0,0,0.0,77,440,170,5,2,0,3,1,87,6
João Mário Lopes,POR,DF,Porto,24-309,2000,1.9,151,3,32,61,61,13,151,8,3,37.5,5,62.5,90,487,304,10,10,3,5,2,98,17
Adam Markhiev,FIN,MF,FK Rīgas FS,22-235,2002,2.8,127,4,40,57,33,5,127,10,6,60.0,4,40.0,82,358,121,3,4,2,5,2,80,6
Svetozar Marković,SRB,DF,Viktoria Plzeň,24-229,2000,3.0,102,19,56,47,0,0,102,0,0,,0,,34,173,49,0,0,0,1,0,48,0
Omar Marmoush,EGY,"FW,MF",Eint Frankfurt,25-274,1999,2.7,149,0,10,52,91,15,148,14,2,14.3,10,71.4,106,577,184,3,7,4,12,8,110,27
Unai Marrero,ESP,GK,Real Sociedad,23-029,2001,1.0,40,34,40,0,0,0,40,0,0,,0,,20,60,26,0,0,0,0,0,22,0
Jon Martin,ESP,DF,Real Sociedad,18-311,2006,2.0,144,22,72,70,4,3,144,1,0,0.0,1,100.0,104,603,389,1,1,0,1,0,108,0
Emiliano Martínez,URU,MF,Midtjylland,25-082,1999,2.8,156,7,39,96,26,2,156,3,2,66.7,1,33.3,76,492,232,3,4,0,1,2,90,2
Gabri Martínez,ESP,MF,Braga,21-290,2003,0.5,21,2,5,11,6,2,21,2,0,0.0,2,100.0,11,61,40,1,1,0,1,0,12,3
Lisandro Martínez,ARG,DF,Manchester Utd,26-294,1998,2.9,231,14,74,129,29,9,231,4,3,75.0,1,25.0,152,930,634,3,2,0,3,0,160,2
Gelson Martins,POR,FW,Olympiacos,29-180,1995,1.7,86,0,3,40,49,4,86,11,8,72.7,3,27.3,60,459,258,11,7,2,8,1,61,24
Bruno Martins Indi,NED,DF,AZ Alkmaar,32-273,1992,1.0,77,10,36,40,1,0,77,0,0,,0,,48,147,89,0,0,0,1,0,62,1
Adam Marušić,MNE,DF,Lazio,32-021,1992,2.9,189,8,56,84,49,6,189,4,0,0.0,3,75.0,114,499,250,5,3,3,6,2,109,20
Roei Mashpati,ISR,GK,Maccabi Tel Aviv,31-350,1992,3.0,134,105,134,0,0,0,134,0,0,,0,,76,345,228,0,0,0,0,0,76,0
Giorgos Masouras,GRE,FW,Olympiacos,30-311,1994,0.2,16,1,2,5,9,1,16,0,0,,0,,9,41,7,0,0,1,3,1,9,2
Arthur Masuaku,COD,DF,Beşiktaş,31-000,1993,4.0,334,19,99,164,76,4,334,10,4,40.0,5,50.0,181,887,523,13,8,3,4,4,216,6
Clinton Mata,ANG,DF,Lyon,32-000,1992,2.5,163,19,83,76,6,0,163,2,2,100.0,0,0.0,107,496,246,2,2,0,3,0,106,1
Igor Matanovic,CRO,FW,Eint Frankfurt,21-221,2003,2.5,79,3,7,38,34,12,79,1,0,0.0,1,100.0,43,100,27,0,0,0,6,2,55,8
Pape Matar Sarr,SEN,MF,Tottenham,22-054,2002,2.1,127,7,34,56,40,5,127,3,0,0.0,2,66.7,88,540,267,4,3,2,5,2,99,11
Matheus,BRA,GK,Braga,32-111,1992,3.0,132,96,129,3,0,0,132,0,0,,0,,81,310,172,0,0,0,0,0,68,0
Nemanja Matić,SRB,MF,Lyon,36-098,1988,1.0,94,2,22,51,21,2,94,3,1,33.3,2,66.7,62,191,83,2,1,1,4,2,64,1
Jean Mattéo Bahoya,FRA,FW,Eint Frankfurt,19-184,2005,0.4,25,0,9,10,8,1,25,3,1,33.3,2,66.7,22,129,24,0,2,0,2,0,18,4
Noussair Mazraoui,MAR,"DF,MF",Manchester Utd,26-359,1997,3.0,210,12,54,111,46,4,210,3,1,33.3,2,66.7,112,554,350,8,5,2,4,1,131,6
Kevin Mbabu,SUI,DF,Midtjylland,29-202,1995,2.7,149,11,58,62,34,4,149,14,7,50.0,7,50.0,67,516,269,6,4,0,7,5,78,9
Ross McCausland,NIR,FW,Rangers,21-179,2003,0.4,22,1,10,10,3,1,22,4,2,50.0,1,25.0,12,106,79,2,0,0,1,0,13,0
Kevin Medina,COL,DF,Qarabağ,31-243,1993,2.0,139,15,68,68,5,1,139,2,2,100.0,0,0.0,100,567,317,2,1,0,0,1,101,0
Mexx Meerdink,NED,"FW,DF",AZ Alkmaar,21-106,2003,0.4,19,1,2,12,5,4,19,1,0,0.0,1,100.0,7,43,18,0,0,0,1,2,10,2
Brais Méndez,ESP,MF,Real Sociedad,27-305,1997,2.7,156,3,21,61,77,9,156,3,2,66.7,1,33.3,90,368,190,4,2,0,1,5,114,15
Antoine Mendy,FRA,DF,Nice,20-164,2004,0.8,62,6,25,32,5,1,62,1,1,100.0,0,0.0,34,166,127,3,1,1,2,0,33,2
Dries Mertens,BEL,MF,Galatasaray,37-185,1987,2.6,166,0,5,72,90,18,166,2,1,50.0,1,50.0,84,308,178,6,4,3,4,0,120,21
Giannis Michailidis,GRE,DF,PAOK,24-263,2000,1.0,97,6,41,49,7,2,97,0,0,,0,,67,439,277,2,2,0,1,1,68,0
Simion Michez,BEL,FW,Slavia Prague,22-272,2002,1.6,62,3,10,20,33,6,62,2,1,50.0,1,50.0,23,108,55,2,1,0,5,2,36,11
David Miculescu,ROU,FW,FCSB,23-189,2001,1.7,73,1,18,38,17,5,73,3,2,66.7,1,33.3,37,147,37,1,0,2,6,2,46,7
Sven Mijnans,NED,"MF,FW",AZ Alkmaar,24-243,2000,2.8,142,7,26,66,51,2,142,4,2,50.0,2,50.0,59,175,48,0,2,0,6,4,78,7
Georges Mikautadze,GEO,"FW,MF",Lyon,24-007,2000,0.3,9,0,0,3,6,1,9,2,0,0.0,1,50.0,6,44,23,1,1,0,1,1,7,1
August Mikkelsen,NOR,MF,Bodø/Glimt,24-014,2000,0.0,1,0,0,0,1,0,1,0,0,,0,,1,2,2,0,0,0,0,0,1,0
Max Moerstedt,GER,"FW,MF",Hoffenheim,,,1.2,40,0,1,20,19,9,40,2,2,100.0,0,0.0,24,112,25,1,0,1,4,3,30,6
Jorthy Mokio,BEL,FW,Ajax,16-252,2008,0.0,5,0,0,4,1,0,5,0,0,,0,,2,15,12,0,0,0,0,1,3,0
Mikey Moore,ENG,FW,Tottenham,17-088,2007,2.0,116,3,5,32,80,12,116,13,2,15.4,9,69.2,89,651,359,13,7,6,3,3,94,29
Rodrigo Mora,POR,MF,Porto,17-186,2007,0.2,18,0,0,3,15,2,18,2,1,50.0,1,50.0,10,57,11,0,0,0,0,1,15,4
Anthony Moris,LUX,GK,Union SG,34-192,1990,3.0,113,72,111,2,0,0,113,0,0,,0,,65,361,215,0,0,0,0,0,73,0
Jhon Mosquera,COL,DF,Viktoria Plzeň,34-183,1990,0.0,10,0,1,2,7,1,10,1,0,0.0,1,100.0,3,14,4,1,0,0,0,0,4,1
Youssoufa Moukoko,GER,FW,Nice,19-353,2004,2.1,56,1,4,20,32,11,56,4,2,50.0,2,50.0,33,136,43,1,1,0,2,7,32,15
Mason Mount,ENG,FW,Manchester Utd,25-302,1999,0.1,14,0,0,4,10,0,14,0,0,,0,,9,23,6,0,0,0,2,0,11,3
Moura,POR,DF,Porto,25-083,1999,2.9,173,12,64,51,58,11,173,5,3,60.0,1,20.0,115,673,345,10,7,4,2,0,120,17
João Moutinho,POR,MF,Braga,38-060,1986,0.7,42,1,3,32,7,0,42,0,0,,0,,28,98,25,0,0,0,0,0,29,1
Christos Mouzakitis,GRE,MF,Olympiacos,17-318,2006,1.9,96,3,15,61,23,0,96,1,1,100.0,0,0.0,42,157,41,0,2,0,3,1,48,2
Ernest Muçi,ALB,FW,Beşiktaş,23-233,2001,2.7,149,1,12,66,77,9,149,10,4,40.0,5,50.0,93,533,276,8,10,1,5,1,121,27
Mert Müldür,TUR,DF,Fenerbahçe,25-218,1999,2.7,201,4,74,103,24,0,201,3,1,33.3,2,66.7,96,313,131,2,1,0,2,1,122,4
Aihen Muñoz,ESP,DF,Real Sociedad,27-083,1997,1.7,105,8,27,42,37,0,105,3,2,66.7,1,33.3,53,278,155,4,7,0,1,0,63,6
Alexandru Musi,ROU,MF,FCSB,20-113,2004,0.3,14,0,3,4,7,3,14,0,0,,0,,8,39,35,3,0,3,1,1,12,1
Almoatasem Al Musrati,LBY,MF,Beşiktaş,28-215,1996,1.2,90,4,30,49,11,2,90,0,0,,0,,45,202,70,0,2,0,0,1,63,0
Bəhlul Mustafazadə,AZE,DF,Qarabağ,27-254,1997,1.8,91,11,52,37,2,1,91,0,0,,0,,58,278,192,0,0,0,0,0,61,1
Mykola Mykhailenko,UKR,MF,Dynamo Kyiv,23-169,2001,1.6,58,3,16,27,16,2,58,3,2,66.7,1,33.3,23,105,29,0,1,1,1,1,31,2
Taras Mykhavko,UKR,DF,Dynamo Kyiv,19-161,2005,3.0,261,42,137,111,13,2,261,2,0,0.0,2,100.0,176,1033,618,4,4,0,2,0,186,4
David Møller Wolfe,NOR,DF,AZ Alkmaar,22-198,2002,2.9,185,5,56,87,44,6,185,5,2,40.0,3,60.0,88,587,395,13,9,2,2,0,111,11
Moussa N'Diaye,SEN,DF,Anderlecht,22-142,2002,1.9,125,8,48,61,20,2,125,8,6,75.0,2,25.0,62,360,208,6,3,1,0,5,77,2
Obite N'Dicka,CIV,DF,Roma,25-079,1999,3.0,272,13,111,156,6,2,272,0,0,,0,,221,1277,452,0,3,0,1,0,209,0
Stanley N'Soki,FRA,DF,Hoffenheim,25-212,1999,2.8,196,12,75,115,9,4,196,1,1,100.0,0,0.0,111,496,267,4,4,1,0,2,139,0
Idan Nachmias,ISR,DF,Maccabi Tel Aviv,27-235,1997,1.0,74,2,17,49,9,0,74,2,0,0.0,1,50.0,39,200,134,4,2,0,1,1,41,2
Youssouf Ndayishimiye,BDI,DF,Nice,26-011,1998,2.0,166,10,49,104,15,0,166,3,1,33.3,2,66.7,116,799,529,9,5,0,3,1,110,0
Rostand Ndjiki,CMR,FW,FK Rīgas FS,20-307,2004,0.8,22,0,0,10,12,3,22,1,0,0.0,1,100.0,11,20,13,0,0,0,3,0,17,5
Tanguy Ndombele,FRA,MF,Nice,27-315,1996,0.5,34,1,7,17,11,1,34,3,1,33.3,2,66.7,19,124,51,1,0,0,4,1,19,2
Cher Ndour,ITA,MF,Beşiktaş,20-103,2004,2.9,174,12,44,96,38,4,174,2,2,100.0,0,0.0,102,458,180,1,3,0,4,3,119,4
Victor Nelsson,DEN,MF,Galatasaray,26-024,1998,0.0,1,0,1,0,0,0,1,0,0,,0,,1,2,0,0,0,0,0,0,0,0
Ruslan Neshcheret,UKR,GK,Dynamo Kyiv,22-290,2002,1.0,44,39,44,0,0,0,44,0,0,,0,,33,155,77,0,0,0,0,0,23,0
Siyabonga Ngezana,RSA,DF,FCSB,27-115,1997,1.0,53,12,30,20,3,2,53,0,0,,0,,30,139,74,0,0,0,0,0,39,0
Sikou Niakaté,MLI,DF,Braga,25-120,1999,2.7,207,24,106,97,5,3,207,0,0,,0,,125,429,200,2,1,0,2,1,147,1
Moussa Niakhate,SEN,DF,Lyon,28-244,1996,1.5,124,16,53,70,5,2,124,0,0,,0,,79,460,270,2,1,0,1,0,79,0
Ousseynou Niang,SEN,"DF,FW",Union SG,23-026,2001,2.7,126,5,24,50,57,12,126,18,9,50.0,9,50.0,75,596,335,14,6,8,8,6,74,22
Villads Nielsen,DEN,DF,Bodø/Glimt,19-283,2005,1.8,114,21,61,54,1,1,114,1,1,100.0,0,0.0,77,441,263,0,0,0,2,2,81,0
Niels Nkounkou,FRA,DF,Eint Frankfurt,24-006,2000,2.9,223,11,54,123,49,2,223,6,1,16.7,5,83.3,139,611,389,7,3,1,5,0,136,18
Kristian Nökkvi Hlynsson,ISL,MF,Ajax,20-289,2004,0.7,26,1,9,10,7,3,26,1,0,0.0,1,100.0,13,66,25,1,0,0,2,0,15,2
Tijjani Noslin,NED,MF,Lazio,25-123,1999,0.0,0,0,0,0,0,0,0,0,0,,0,,1,17,17,1,0,1,0,0,1,0
Andreas Ntoi,GRE,DF,Olympiacos,21-279,2003,0.3,15,3,12,3,0,0,15,0,0,,0,,6,40,21,0,1,0,0,1,5,0
Ernest Nuamah,GHA,FW,Lyon,21-006,2003,1.9,92,1,4,29,61,11,92,9,3,33.3,6,66.7,73,535,334,12,8,6,2,5,71,15
Unai Núñez,ESP,DF,Athletic Club,27-282,1997,0.1,8,0,2,4,2,1,8,0,0,,0,,5,35,26,0,1,0,0,0,7,0
Lasha Odisharia,GEO,DF,FK Rīgas FS,22-015,2002,2.8,123,2,55,39,30,2,123,6,4,66.7,1,16.7,63,372,185,5,7,1,3,5,61,13
Wilson Odobert,FRA,FW,Tottenham,19-345,2004,0.0,2,0,0,0,2,1,2,0,0,,0,,2,16,5,1,0,0,0,0,2,0
Álvaro Odriozola,ESP,DF,Real Sociedad,28-329,1995,1.2,45,9,17,13,15,3,45,2,1,50.0,1,50.0,16,120,78,3,1,2,0,0,16,6
Darius Olaru,ROU,MF,FCSB,26-249,1998,1.5,70,0,7,38,25,7,70,3,2,66.7,1,33.3,50,157,90,1,1,1,1,1,55,12
Olasagasti,ESP,MF,Real Sociedad,24-083,2000,0.1,9,0,0,7,2,1,9,0,0,,0,,4,19,3,0,0,0,0,0,6,0
Paulo Oliveira,POR,DF,Braga,32-304,1992,0.2,15,6,12,3,0,0,15,0,0,,0,,9,25,2,0,0,0,0,0,11,0
Sérgio Oliveira,POR,FW,Olympiacos,32-158,1992,0.2,12,0,3,8,1,0,12,1,1,100.0,0,0.0,6,16,0,0,0,0,1,1,5,0
Samu Omorodion,ESP,FW,Porto,20-186,2004,2.8,87,2,8,38,41,20,87,1,1,100.0,0,0.0,44,143,40,1,0,1,9,7,58,14
André Onana,CMR,GK,Manchester Utd,28-219,1996,3.0,108,78,105,3,0,0,108,0,0,,0,,74,364,212,0,0,0,0,0,64,0
Jean Onana,CMR,MF,Beşiktaş,24-304,2000,0.7,48,1,16,28,4,0,48,1,1,100.0,0,0.0,35,154,36,0,2,0,1,0,40,1
Fabrice Ondoa,CMR,GK,FK Rīgas FS,28-319,1995,3.0,100,87,100,0,0,0,100,0,0,,0,,57,335,215,0,0,0,0,0,40,0
Jayden Oosterwolde,NED,DF,Fenerbahçe,23-195,2001,2.0,111,7,29,55,28,3,111,5,3,60.0,2,40.0,47,278,101,5,1,0,4,1,61,8
Victor Orakpo,NGA,FW,Nice,18-146,2006,0.2,7,0,0,5,2,1,7,0,0,,0,,7,26,0,0,0,0,4,0,8,1
Gift Orban,NGA,FW,Lyon,22-113,2002,0.1,8,0,0,3,5,2,8,0,0,,0,,6,42,17,0,0,0,1,0,7,3
Francisco Ortega,ARG,DF,Olympiacos,25-233,1999,2.1,115,3,23,66,28,1,115,0,0,,0,,58,293,165,6,1,0,1,2,67,8
Bright Osayi-Samuel,NGA,DF,Fenerbahçe,26-312,1997,1.0,36,2,6,11,19,7,36,2,1,50.0,1,50.0,24,175,117,6,4,3,1,1,25,7
Victor Osimhen,NGA,FW,Galatasaray,25-314,1998,1.8,53,1,1,13,40,18,53,5,3,60.0,2,40.0,30,129,87,3,4,2,1,2,42,9
Darío Osorio,CHI,MF,Midtjylland,20-288,2004,2.8,138,3,28,59,57,7,138,13,7,53.8,5,38.5,64,669,295,8,7,2,6,2,68,7
Victor Osuagwu,NGA,FW,FK Rīgas FS,20-338,2003,0.4,11,0,3,3,6,2,11,3,0,0.0,2,66.7,8,44,23,1,1,0,2,0,8,5
Amine El Ouazzani,MAR,FW,Braga,23-115,2001,0.5,15,0,1,5,9,4,15,1,1,100.0,0,0.0,11,39,5,0,2,0,1,3,14,4
Timothy Ouma,KEN,MF,Elfsborg,20-150,2004,2.9,134,14,40,77,18,3,134,7,4,57.1,3,42.9,62,404,160,2,3,0,6,3,61,2
Joris van Overeem,NED,MF,Maccabi Tel Aviv,30-159,1994,1.2,85,1,13,53,20,1,85,1,0,0.0,1,100.0,51,220,89,2,3,0,1,0,65,3
Rome-Jayden Owusu-Oduro,NED,GK,AZ Alkmaar,20-128,2004,3.0,113,104,113,0,0,0,113,0,0,,0,,68,255,135,0,0,0,0,0,57,0
Mikel Oyarzabal,ESP,"FW,MF",Real Sociedad,27-200,1997,1.7,45,1,4,23,19,4,45,1,0,0.0,1,100.0,28,192,103,3,2,1,4,0,34,12
Magomed Ozdoyev,RUS,MF,PAOK,32-002,1992,1.6,93,11,26,43,24,5,93,2,1,50.0,1,50.0,41,143,65,1,2,0,1,0,47,5
Jon Pacheco,ESP,DF,Real Sociedad,23-304,2001,2.5,184,23,82,100,3,2,184,0,0,,0,,126,559,325,1,0,0,1,1,141,0
Sergio Padt,NED,GK,Ludogorets,34-154,1990,1.0,38,31,38,0,0,0,38,0,0,,0,,21,71,31,0,0,0,0,0,22,0
Stefan Panić,SRB,MF,FK Rīgas FS,32-048,1992,3.0,152,18,58,79,15,3,152,1,0,0.0,1,100.0,88,230,81,0,1,0,2,2,82,0
Jiří Panoš,CZE,MF,Viktoria Plzeň,16-358,2007,0.6,29,0,1,19,9,2,29,7,6,85.7,1,14.3,17,85,59,1,0,0,1,0,16,1
Alexandru Pantea,ROU,DF,FCSB,21-057,2003,0.5,41,2,16,22,4,0,41,1,0,0.0,1,100.0,20,79,30,1,1,0,0,1,21,0
Aitor Paredes,ESP,DF,Athletic Club,24-192,2000,3.0,184,15,90,89,5,4,184,0,0,,0,,96,563,309,0,0,0,0,0,108,0
Leandro Paredes,ARG,MF,Roma,30-131,1994,1.1,165,2,22,106,37,2,165,0,0,,0,,140,1043,512,6,4,1,1,0,133,2
Troy Parrott,IRL,FW,AZ Alkmaar,22-277,2002,2.7,70,1,12,24,34,11,69,2,0,0.0,1,50.0,30,192,121,4,3,3,6,5,39,10
Remko Pasveer,NED,GK,Ajax,40-365,1983,3.0,116,91,116,0,0,0,116,0,0,,0,,83,309,181,0,0,0,0,0,71,0
Weslley Patati,BRA,"FW,MF",Maccabi Tel Aviv,21-037,2003,1.2,65,0,8,18,40,4,65,4,2,50.0,2,50.0,41,395,163,6,3,1,6,5,38,12
Patric,ESP,DF,Lazio,31-204,1993,1.8,107,12,47,54,7,2,107,1,1,100.0,0,0.0,73,398,194,1,2,0,0,1,69,0
Gabriel Paulista,BRA,DF,Beşiktaş,33-347,1990,2.9,275,31,119,143,13,3,275,1,0,0.0,1,100.0,173,700,408,0,5,0,2,2,195,0
Dominik Pech,CZE,MF,Slavia Prague,18-064,2006,0.0,6,0,1,4,2,0,6,0,0,,0,,6,63,13,0,1,0,0,2,5,1
Pedrinho,BRA,MF,Ludogorets,26-302,1998,2.7,130,11,52,69,10,1,130,1,0,0.0,1,100.0,61,177,84,0,1,0,1,0,64,2
Pedro,ESP,"FW,MF",Lazio,37-102,1987,2.7,127,3,18,62,49,10,127,5,4,80.0,1,20.0,101,589,249,9,6,2,6,2,98,14
